exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_choices,explanation_correct,explanation_summary,explanation_point
2017,平成29年度,23,single,税・その他,,所得税法についての以下の記述のうち、正しいものを選びなさい。,,,,,,個人が台風により主として保養の用に供する目的で所有する別荘について受けた損失の金額(保険金等により補てんされる部分の金額を除く。)は、その損失を受けた日の属する年分又はその翌年分の譲渡所得の金額の計算上控除される。,建物の所有を目的とする土地の賃借権の設定の対価として支払を受ける権利金の金額が、 その土地の価額の10分の5に相当する金額を超えるときは、不動産所得として課税される。,譲渡所得とは資産の譲渡による所得をいうので、不動産業者である個人が営利を目的として継続的に行っている土地の譲渡による所得は、譲渡所得として課税される。,個人が相続(限定承認に係るものを除く。)により取得した譲渡所得の基因となる資産を譲渡したときにおける譲渡所得の金額の計算については、その資産をその相続の時における価額に相当する金額により取得したものとして計算される。,1,FALSE,FALSE,,正解は選択肢1です。この問は所得税法について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢1の「個人が台風により主として保養の用に供する目的で所有する別荘について受けた損失の...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,2:（2）「建物の所有を目的とする土地の賃借権の設定の対価として支払を受ける権利金の金額が、 その土地の価額…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「譲渡所得とは資産の譲渡による所得をいうので、不動産業者である個人が営利を目的として継続的に行って…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「個人が相続(限定承認に係るものを除く。)により取得した譲渡所得の基因となる資産を譲渡したときにお…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢1です。 選択肢1の「個人が台風により主として保養の用に供する目的で所有する別荘について受けた損失の...」という内容が結論に合います。,正解は選択肢1です。,
2017,平成29年度,24,single,税・その他,,固定資産税についての以下の記述のうち、正しいものを選びなさい。,,,,,,固定資産税は、固定資産が賃借されている場合、所有者ではなく当該閤定資産の賃借人に対して課税される。,家屋に対して課する固定資産税の納税者が、その納付すべき当該年度の固定資産税に係る家屋について家屋課税台帳等に登録された価格と当該家屋が所在する市町村内の他の家屋の価格とを比較できるよう、当該納税者は、家屋価格等縦覧帳簿をいつでも縦覧できる。,固定資産税の納税者は、その納付すべき当該年度の固定資産課税に係る固定資産について、 固定資産課税台帳に登録された価格について不服があるときは、一定の場合を除いて、文書をもって、固定資産評価審査委員会に審査の申出をできる。,平成29年1月1日現在において更地であっても住宅の建設が予定されている土地においては、市町村長が固定資産課税台帳に当該土地の価格を登録した旨の公示をするまでに当該住宅の敷地の用に供されたときは、当該土地に係る平成29年度の固定資産税について、 住宅用地に対する課税標準の特例が適用される。,3,FALSE,FALSE,,正解は選択肢3です。この問は固定資産税について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢3の「固定資産税の納税者は、その納付すべき当該年度の固定資産課税に係る固定資産につい...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「固定資産税は、固定資産が賃借されている場合、所有者ではなく当該閤定資産の賃借人に対して課税される…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;2:（2）「家屋に対して課する固定資産税の納税者が、その納付すべき当該年度の固定資産税に係る家屋について家屋…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「平成29年1月1日現在において更地であっても住宅の建設が予定されている土地においては、市町村長が…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢3です。 選択肢3の「固定資産税の納税者は、その納付すべき当該年度の固定資産課税に係る固定資産につい...」という内容が結論に合います。,正解は選択肢3です。,
2017,平成29年度,25,single,税・その他,,地価公示法についての以下の記述のうち、正しいものを選びなさい。,,,,,,土地鑑定委員会は、標準地の単位面積当たりの価格及び当該標準地の前回の公示価格からの変化率等一定の事項を官報により公示する必要があるとされている。,土地鑑定委員会は、公示区域内の標準地について、毎年2回、 2人以上の不動産鑑定士の鑑定評価を求め、その結果を審査し、必要な調整を行って、一定の基準日における当該標準地の単位面積当たりの正常な価格を判定し、これを公示するものとされている。,標準地は、土地鑑定委員会が、自然的及び社会的条件からみて類似の利用価値を有すると認められる地域において、土地の利用状況、環境等が通常であると認められる一団の土地について選定するものとされている。,土地の取引を行なう者は、取引の対象となる土地が標準地であるときは、当該標準地について公示された価格により取引を行なう義務を有する。,3,FALSE,FALSE,,正解は選択肢3です。この問は地価公示法について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢3の「標準地は、土地鑑定委員会が、自然的及び社会的条件からみて類似の利用価値を有する...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「土地鑑定委員会は、標準地の単位面積当たりの価格及び当該標準地の前回の公示価格からの変化率等一定の…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;2:（2）「土地鑑定委員会は、公示区域内の標準地について、毎年2回、 2人以上の不動産鑑定士の鑑定評価を求め…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「土地の取引を行なう者は、取引の対象となる土地が標準地であるときは、当該標準地について公示された価…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢3です。 選択肢3の「標準地は、土地鑑定委員会が、自然的及び社会的条件からみて類似の利用価値を有する...」という内容が結論に合います。,正解は選択肢3です。,
2017,平成29年度,26,single,宅建業法,,宅地建物取引業者A(消費税課税事業者)は貸主Bから建物の貸借の媒介の依頼を受け、宅地建物取引業者c(消費税課税事業者)は借主Dから建物の貸借の媒介の依頼を受け、BとDの間での賃貸借契約を成立させた。この場合における以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に照らすと、正しいものを選びなさい。なお、 1か月分の借賃は9万円(消費税等相当額を含まない。)である。,,,,,,"建物を店舗として貸借する場合、当該賃貸借契約において200万円の権利金(権利設定の対価として支払われる金銭であって返還されないものをいい、消費税等相当額を含まない。)の授受があるときは、A及びCが受領できる報酬の限度額の合計は216,000円である。","AがBから48,600円の報酬を受領し、CがDから48,600円の報酬を受領したとき、Aは Bの依頼によって行った広告の料金に相当する額を別途受領できない。",Cは、Dから報酬をその限度額まで受領できるほかに、法第35条の規定に基づく重要事項の説明を行った対価として、報酬を受領できる。,"建物を居住用として貸借する場合、当該賃貸借契約において100万円の保証金 (Dの退去時にDに全額返還されるものとする。)の授受があるときは、A及びCが受領できる報酬の限度額の合計は108,000円である。",1,FALSE,FALSE,,正解は選択肢1です。この問は宅建業法について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢1の「建物を店舗として貸借する場合、当該賃貸借契約において200万円の権利金(権利設...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,"2:（2）「AがBから48,600円の報酬を受領し、CがDから48,600円の報酬を受領したとき、Aは Bの依頼によって行った広告の料金に相当する額を別途受領できない。」は、作業主任者の選任が必要な作業の組合せ（AC）を含んでいません。解説のとおり、該当作業と非該当作業の区別を確認してください。 （2）「AがBから48,600円の報酬を受領し、CがDから48,600円の報酬を受領したとき、Aは Bの…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「Cは、Dから報酬をその限度額まで受領できるほかに、法第35条の規定に基づく重要事項の説明を行った対価として、報酬を受領できる。」は、作業主任者の選任が必要な作業の組合せ（AC）を含んでいません。解説のとおり、該当作業と非該当作業の区別を確認してください。 （3）「Cは、Dから報酬をその限度額まで受領できるほかに、法第35条の規定に基づく重要事項の説明を行った…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「建物を居住用として貸借する場合、当該賃貸借契約において100万円の保証金 (Dの退去時にDに全額…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。",正解は選択肢1です。 選択肢1の「建物を店舗として貸借する場合、当該賃貸借契約において200万円の権利金(権利設...」という内容が結論に合います。,正解は選択肢1です。,
2017,平成29年度,27,single,宅建業法,,宅地建物取引業者Aが、自ら売主として宅地建物取引業者でない買主Bとの間で締結した宅地の売買契約についての以下の記述のうち、宅地建物取引業法及び民法の規定に照らすと、 正しいものがいくつあるか選びなさい。 ア 売買契約において、瑕疵担保責任を負う期間を引渡しの日から2年間とする特約を定めた場合、その特約は無効となる。 イ 売買契約において、売主の責めに帰すべき事由による瑕疵についてのみ引渡しの日から 1年間担保責任を負うという特約を定めた場合、その特約は無効となる。 ウ Aがま院庇担保責任を負う期間内においては、損害賠償の請求をすることはできるが、契約を解除することはできないとする特約を定めた場合、その特約は有効である。,,,,,,正しい記述は一つである。,正しい記述は二つである。,正しい記述は三つである。,正しい記述はない。,1,FALSE,FALSE,,正解は選択肢1です。正しい記述は一つである。 各記述を個別に判定し、正しいもの・誤っているもの・違反するものなどの数を数える問題です。,2:（2）「正しい記述は二つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「正しい記述は一つである。」です。問題文の条件（宅地建物取引業者Aが、自ら売主として宅地建物取引業者でない買主Bとの間で締結した宅地の売買契約に…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「正しい記述は三つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「正しい記述は一つである。」です。問題文の条件（宅地建物取引業者Aが、自ら売主として宅地建物取引業者でない買主Bとの間で締結した宅地の売買契約に…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「正しい記述はない。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「正しい記述は一つである。」です。問題文の条件（宅地建物取引業者Aが、自ら売主として宅地建物取引業者でない買主Bとの間で締結した宅地の売買契約に…）と照らし、設問が問う論点に合う肢を選び直してください。,正解は選択肢1です。 正しい記述は一つである。,正解は選択肢1です。,
2017,平成29年度,28,single,宅建業法,,宅地建物取引業者Aが行う業務についての以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に違反しないものはいくつあるか。 ア Aは、法第49条に規定されている業務に関する帳簿について、業務上知り得た秘密が含まれているため、当該帳簿の閉鎖後、遅滞なく、専門業者に委託して廃棄した。 イ Aは、宅地の売却を希望するBと専任代理契約を締結した。Aは、Bの要望を踏まえ、当該代理契約に指定流通機構に登録しない旨の特約を付したため、その登録をしなかった。 ウ Aの従業者Cは、投資用マンションの販売において、勧誘に先立ちAの名称を告げず、自己の氏名及び契約締結の勧誘が目的であることを告げたうえで、勧誘を行ったが、相手方から関心がない旨の意思表示があったので、勧誘の継続を断念した。 エ Aは、自ら売主として新築マンションを分譲するに当たり、売買契約の締結に際して買主から手付を受領した。その後、当該契約の当事者の双方が契約の履行に着手する前に、Aは、 手付を買主に返還して、契約を一方的に解除した。,,,,,,違反しない記述は一つである。,違反しない記述は二つである。,違反しない記述は三つである。,違反しない記述はない。,4,FALSE,FALSE,,正解は選択肢4です。違反しない記述はない。 各記述を個別に判定し、正しいもの・誤っているもの・違反するものなどの数を数える問題です。,1:（1）「違反しない記述は一つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「違反しない記述はない。」です。問題文の条件（宅地建物取引業者Aが行う業務についての以下の記述のうち、宅地建物取引業法(以下、本問では「法」と…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「違反しない記述は二つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「違反しない記述はない。」です。問題文の条件（宅地建物取引業者Aが行う業務についての以下の記述のうち、宅地建物取引業法(以下、本問では「法」と…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「違反しない記述は三つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「違反しない記述はない。」です。問題文の条件（宅地建物取引業者Aが行う業務についての以下の記述のうち、宅地建物取引業法(以下、本問では「法」と…）と照らし、設問が問う論点に合う肢を選び直してください。,正解は選択肢4です。 違反しない記述はない。,正解は選択肢4です。,
2017,平成29年度,29,single,宅建業法,,以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に照らすと、正しいものを選びなさい。,,,,,,宅地建物取引業者A (甲県知事免許)は、マンション管理業に関し、不正又は著しく不当な行為をしたとして、マンションの管理の適正化の推進に関する法律に基づき、国土交通大臣から業務の停止を命じられた。このとき、Aは、甲県知事から法に基づく指示処分を受けることがある。,国土交通大臣は、宅地建物取引業者B(乙県知事免許)の事務所の所在地を確知できない場合、その内容を官報及び乙県の公報で公告し、その公告の日から30日を経過しでもBから申出がないときは、Bの免許を取り消すことができる。,国土交通大臣は、宅地建物取引業者c(国土交通大臣免許)に対し、法第35条の規定に基づく重要事項の説明を行わなかったことを理由に業務停止を命じたときは、遅滞なく、その内容を内閣総理大臣に通知する必要がある。,宅地建物取引業者D(丙県知事免許)は、法第72条第1項に基づく丙県職員による事務所への立入検査を拒んだ。このとき、Dは、 50万円以下の罰金に処せられることがある。,4,FALSE,FALSE,,正解は選択肢4です。この問は以下の記述について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢4の「宅地建物取引業者D(丙県知事免許)は、法第72条第1項に基づく丙県職員による事...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「宅地建物取引業者A (甲県知事免許)は、マンション管理業に関し、不正又は著しく不当な行為をしたとして、マンションの管理の適正化の推進に関する法律に基づき、国土交…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「宅地建物取引業者D(丙県知事免許)は、法第72条第1項に基づく丙県職員による事務所への立入検査を拒んだ。;2:（2）「国土交通大臣は、宅地建物取引業者B(乙県知事免許)の事務所の所在地を確知できない場合、その内容を…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「国土交通大臣は、宅地建物取引業者c(国土交通大臣免許)に対し、法第35条の規定に基づく重要事項の…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢4です。 選択肢4の「宅地建物取引業者D(丙県知事免許)は、法第72条第1項に基づく丙県職員による事...」という内容が結論に合います。,正解は選択肢4です。,
2017,平成29年度,30,single,宅建業法,,宅地建物取引業法(以下、本問では「法」という。)の規定についての以下の記述のうち、誤っているものを選びなさい。なお、本問では「登録」とは、宅地建物取引士の登録をいうものとして扱う。,,,,,,宅地建物取引士A (甲県知事登録)が、甲県から乙県に住所を変更したときは、乙県知事に対し、登録の移転の申請をできる。,宅地建物取引業者B(甲県知事免許)が、乙県に所在する1棟のマンション (150戸)を分譲するため、現地に案内所を設置し契約の申込みを受けるときは、甲県知事及び乙県知事に、その業務を開始する日の10目前までに、法第50条第2項の規定に基づく届出をする必要がある。,宅地建物取引士資格試験合格後18月を経過したc(甲県知事登録)が、甲県知事から宅地建物取引士証の交付を受けようとするときは、甲県知事が指定する講習を交付の申請前6月以内に受講する必要がある。,宅地建物取引業者D社(甲県知事免許)が、合併により消滅したときは、その日から30日以内に、D社を代表する役員で、あった者が、その内容を甲県知事に届け出なければならない。,1,FALSE,FALSE,,正解は選択肢1です。この問は宅地建物取引業法(以下、本問では「法」という。)の規定について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢1の「宅地建物取引士A (甲県知事登録)が、甲県から乙県に住所を変更したときは、乙県...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,2:（2）「宅地建物取引業者B(甲県知事免許)が、乙県に所在する1棟のマンション (150戸)を分譲するため…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「宅地建物取引士資格試験合格後18月を経過したc(甲県知事登録)が、甲県知事から宅地建物取引士証の…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「宅地建物取引業者D社(甲県知事免許)が、合併により消滅したときは、その日から30日以内に、D社を…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢1です。 選択肢1の「宅地建物取引士A (甲県知事登録)が、甲県から乙県に住所を変更したときは、乙県...」という内容が結論に合います。,正解は選択肢1です。,
2017,平成29年度,31,single,宅建業法,,"宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でないBとの間でマ ンション(代金3,000万円)の売買契約を締結しようとする場合における以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に照らすと、正しいものがいくつあるか選びなさい。 ア Bは自ら指定した自宅においてマンションの買受けの申込みをした場合においても、法第37条の2の規定に基づき、書面により買受けの申込みの撤回を行うことができる。 イ BがAに対し、法第37条の2の規定に基づき、書面により買受けの申込みの撤回を行った場合、その効力は、当該書面をAが受け取った時に生じることとなる。 ウ Aは、Bとの間で、当事者の債務不履行を理由とする契約解除に伴う違約金について300 万円とする特約を定めた場合、加えて、損害賠償の予定額を600万円とする特約を定めることができる。",,,,,,正しい記述は一つである。,正しい記述は二つである。,正しい記述は三つである。,正しい記述はない。,4,FALSE,FALSE,,正解は選択肢4です。正しい記述はない。 各記述を個別に判定し、正しいもの・誤っているもの・違反するものなどの数を数える問題です。,"1:（1）「正しい記述は一つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「正しい記述はない。」です。問題文の条件（宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でないBとの間でマ ンション(代金3,00…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「正しい記述は二つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「正しい記述はない。」です。問題文の条件（宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でないBとの間でマ ンション(代金3,00…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「正しい記述は三つである。」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「正しい記述はない。」です。問題文の条件（宅地建物取引業者Aが、自ら売主として、宅地建物取引業者でないBとの間でマ ンション(代金3,00…）と照らし、設問が問う論点に合う肢を選び直してください。",正解は選択肢4です。 正しい記述はない。,正解は選択肢4です。,
2017,平成29年度,32,single,宅建業法,,宅地建物取引業法に規定する営業保証金についての以下の記述のうち、誤っているものを選びなさい。,,,,,,宅地建物取引業者は、主たる事務所を移転したことにより、その最寄りの供託所が変更となったときに、金銭のみをもって営業保証金を供託しているときは、従前の供託所から営業保証金を取り戻した後、移転後の最寄りの供託所に供託する必要がある。,宅地建物取引業者は、事業の開始後新たに事務所を設置するため営業保証金を供託したときは、供託物受入れの記載のある供託書の写しを添附して、その内容を免許を受けた国土交通大臣又は都道府県知事に届け出なければならない。,宅地建物取引業者は、一部の事務所を廃止し営業保証金を取り戻そうとするときは、供託した営業保証金につき還付を請求する権利を有する者に対し、 6月以上の期間を定めて申し出るべき旨の公告をする必要がある。,宅地建物取引業者は、営業保証金の還付があったために営業保証金に不足が生じたときは、 国土交通大臣又は都道府県知事から不足額を供託すべきという通知書の送付を受けた日から 2週間以内に、不足額を供託する必要がある。,1,FALSE,FALSE,,正解は選択肢1です。この問は宅地建物取引業法に規定する営業保証金について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢1の「宅地建物取引業者は、主たる事務所を移転したことにより、その最寄りの供託所が変更...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,2:（2）「宅地建物取引業者は、事業の開始後新たに事務所を設置するため営業保証金を供託したときは、供託物受入…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「宅地建物取引業者は、一部の事務所を廃止し営業保証金を取り戻そうとするときは、供託した営業保証金に…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「宅地建物取引業者は、営業保証金の還付があったために営業保証金に不足が生じたときは、 国土交通大臣…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢1です。 選択肢1の「宅地建物取引業者は、主たる事務所を移転したことにより、その最寄りの供託所が変更...」という内容が結論に合います。,正解は選択肢1です。,
2017,平成29年度,33,single,宅建業法,,宅地建物取引業者が行う宅地建物取引業法第35条に規定する重要事項の説明についての以下の記述のうち、正しいものを選びなさい。なお、説明の相手方は宅地建物取引業者ではないものとして扱う。,,,,,,宅地の売買の媒介を行う場合、売買の各当事者すなわち売主及び買主に対して、書面を交付して説明する必要がある。,宅地の売買の媒介を行う場合、代金に関する金銭の貸借のあっせんの内容及び当該あっせんに係る金銭の貸借が成立しないときの措置について、説明する必要がある。,建物の貸借の媒介を行う場合、私道に関する負担について、説明する必要がある。,建物の売買の媒介を行う場合、天災その他不可抗力による損害の負担に関する定めがあるときは、その内容について、説明する必要がある。,2,FALSE,FALSE,,正解は選択肢2です。この問は宅地建物取引業者が行う宅地建物取引業法第35条に規定する重要事項の説明について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢2の「宅地の売買の媒介を行う場合、代金に関する金銭の貸借のあっせんの内容及び当該あっ...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「宅地の売買の媒介を行う場合、売買の各当事者すなわち売主及び買主に対して、書面を交付して説明する必…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「建物の貸借の媒介を行う場合、私道に関する負担について、説明する必要がある。…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「建物の売買の媒介を行う場合、天災その他不可抗力による損害の負担に関する定めがあるときは、その内容…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢2です。 選択肢2の「宅地の売買の媒介を行う場合、代金に関する金銭の貸借のあっせんの内容及び当該あっ...」という内容が結論に合います。,正解は選択肢2です。,
2017,平成29年度,34,single,宅建業法,,以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に照らすと、誤っているものを選びなさい。,,,,,,宅地建物取引業者が、自ら売主として、宅地及び建物の売買の契約を締結するに際し、手付金について、当初提示した金額を減額することにより、買主に対し売買契約の締結を誘引し、その契約を締結させることは、法に違反しない。,宅地建物取引業者が、アンケート調査をすることを装って電話をし、その目的がマンショ ンの売買の勧誘であることを告げずに勧誘をする行為は、法に違反する。,宅地建物取引業者が、宅地及び建物の売買の媒介を行うに際し、媒介報酬について、買主の要望を受けて分割受領に応じることにより、契約の締結を誘引する行為は、法に違反する。,宅地建物取引業者が、手付金について信用の供与をすることにより、宅地及び建物の売買契約の締結を誘引する行為を行った場合、監督処分の対象となるほか、罰則の適用を受けることがある。,3,FALSE,FALSE,,正解は選択肢3です。この問は以下の記述について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢3の「宅地建物取引業者が、宅地及び建物の売買の媒介を行うに際し、媒介報酬について、買...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「宅地建物取引業者が、自ら売主として、宅地及び建物の売買の契約を締結するに際し、手付金について、当…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;2:（2）「宅地建物取引業者が、アンケート調査をすることを装って電話をし、その目的がマンショ ンの売買の勧誘…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;4:（4）「宅地建物取引業者が、手付金について信用の供与をすることにより、宅地及び建物の売買契約の締結を誘引…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢3です。 選択肢3の「宅地建物取引業者が、宅地及び建物の売買の媒介を行うに際し、媒介報酬について、買...」という内容が結論に合います。,正解は選択肢3です。,
2017,平成29年度,35,single,宅建業法,,以下の記述のうち、宅地建物取引業法(以下、本問では「法」という。)の規定に照らすと、正しいものを選びなさい。,,,,,,宅地建物取引業者は、自ら貸主として締結した建物の賃貸借契約について、法第49条に規定されている業務に関する帳簿に、法及び国土交通省令で定められた事項を記載する必要がある。,宅地建物取引業者は、その業務に関する帳簿を、一括して主たる事務所に備えれば、従たる事務所に備えておく必要はない。,宅地建物取引業者は、その業務に関する帳簿に報酬の額を記載することが義務付けられており、違反したときは指示処分の対象となる。,宅地建物取引業者は、その業務に従事する者であっても、一時的に事務の補助のために雇用した者については、従業者名簿に記載する必要がない。,3,FALSE,FALSE,,正解は選択肢3です。この問は以下の記述について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢3の「宅地建物取引業者は、その業務に関する帳簿に報酬の額を記載することが義務付けられ...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「宅地建物取引業者は、自ら貸主として締結した建物の賃貸借契約について、法第49条に規定されている業…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;2:選択肢3の「宅地建物取引業者は、その業務に関する帳簿に報酬の額を記載することが義務付けられ...」という内容が結論に合います。;4:（4）「宅地建物取引業者は、その業務に従事する者であっても、一時的に事務の補助のために雇用した者について…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢3です。 選択肢3の「宅地建物取引業者は、その業務に関する帳簿に報酬の額を記載することが義務付けられ...」という内容が結論に合います。,正解は選択肢3です。,
2017,平成29年度,36,single,宅建業法,,以下の記述のうち、宅地建物取引業法の規定に照らすと、正しいものを選びなさい。なお、 この問において「免許」とは、宅地建物取引業の免許をいう。,,,,,,宅地建物取引業者Aは、免許の更新を申請したが、免許権者である甲県知事の申請に対する処分がなされないまま、免許の有効期間が満了した。このとき、Aは、当該処分がなされるまで、宅地建物取引業を営むことができない。,Bは、新たに宅地建物取引業を営むため免許の申請を行った。このとき、Bは、免許の申請から免許を受けるまでの間に、宅地建物取引業を営む旨の広告を行い、取引する物件及び顧客を募ることができる。,宅地建物取引業者Cは、宅地又は建物の売買に関連し、兼業として、新たに不動産管理業を営むこととした。このとき、Cは兼業で不動産管理業を営む旨を、免許権者である国土交通大臣又は都道府県知事に届け出なければならない。,宅地建物取引業者である法人Dが、宅地建物取引業者でない法人Eに吸収合併されたことにより消滅したとき、一般承継人であるEは、Dが締結した宅地又は建物の契約に基づく取引を結了する目的の範囲内において宅地建物取引業者とみなされる。,4,FALSE,FALSE,,正解は選択肢4です。この問は以下の記述について、問題文の条件を制度の要件・効果に当てはめる問題です。選択肢4の「宅地建物取引業者である法人Dが、宅地建物取引業者でない法人Eに吸収合併されたこ...」という内容が結論に合います。他の選択肢は、主体・手続・期間・効果などの点でずれています。,1:（1）「宅地建物取引業者Aは、免許の更新を申請したが、免許権者である甲県知事の申請に対する処分がなされな…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;2:（2）「Bは、新たに宅地建物取引業を営むため免許の申請を行った。このとき、Bは、免許の申請から免許を受けるまでの間に、宅地建物取引業を営む旨の広告を行い、取引する物件及び顧客を募ることができる。」は、作業主任者の選任が必要な作業の組合せ（DEED）を含んでいません。解説のとおり、該当作業と非該当作業の区別を確認してください。 （2）「Bは、新たに宅地建物取引業を営むため免許の申請を行った。このとき、Bは、免許の申請から免許を受け…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。;3:（3）「宅地建物取引業者Cは、宅地又は建物の売買に関連し、兼業として、新たに不動産管理業を営むこととした…」について：他の選択肢は、主体・手続・期間・効果などの点でずれています。,正解は選択肢4です。 選択肢4の「宅地建物取引業者である法人Dが、宅地建物取引業者でない法人Eに吸収合併されたこ...」という内容が結論に合います。,正解は選択肢4です。,
